HEXUKI Simulation Results
Timestamp,2025-10-21T22:54:47.758Z
Games Played,2700
Elapsed Time,29444.1s
MCTS Simulations,1000
Minimax Endgame,true

OVERALL STATISTICS
Player,Wins,Win %,Avg Score,Draws
Player 1,1082,40.1%,1455.7,6
Player 2,1612,59.7%,1485.8,6

OPENING ANALYSIS (First 4 Moves)
Opening Sequence,Games,P1 Wins,P2 Wins,Draws,P1 Win %,Avg Score Diff
"h14t1-h12t1-h10t9-h7t2",1,0,1,0,0.0%,-123.0
"h14t1-h12t1-h6t3-h10t2",1,0,1,0,0.0%,-276.0
"h14t1-h12t2-h10t9-h4t1",1,1,0,0,100.0%,87.0
"h14t1-h17t4-h11t2-h12t1",1,0,1,0,0.0%,-224.0
"h14t1-h12t2-h16t7-h7t7",1,0,1,0,0.0%,-395.0
"h14t1-h12t1-h10t9-h15t4",1,0,1,0,0.0%,-205.0
"h14t1-h6t2-h17t3-h1t1",1,0,1,0,0.0%,-332.0
"h14t1-h17t1-h16t9-h11t9",1,1,0,0,100.0%,13.0
"h14t1-h12t2-h10t8-h4t1",1,1,0,0,100.0%,74.0
"h14t1-h12t3-h11t2-h10t1",1,0,1,0,0.0%,-271.0
"h14t1-h11t9-h12t8-h15t1",1,0,1,0,0.0%,-147.0
"h14t1-h7t8-h5t2-h10t1",1,0,1,0,0.0%,-421.0
"h14t1-h11t9-h13t3-h16t8",1,0,1,0,0.0%,-313.0
"h14t1-h6t9-h3t8-h8t8",1,0,1,0,0.0%,-475.0
"h14t1-h12t1-h18t6-h10t2",1,0,1,0,0.0%,-338.0
"h14t1-h11t7-h13t2-h8t9",1,0,1,0,0.0%,-369.0
"h14t1-h12t4-h15t9-h10t2",1,0,1,0,0.0%,-23.0
"h14t1-h16t4-h6t3-h4t1",1,0,1,0,0.0%,-97.0
"h14t1-h6t2-h11t2-h1t1",1,0,1,0,0.0%,-225.0
"h14t1-h11t9-h6t8-h3t1",1,0,1,0,0.0%,-657.0
"h14t1-h12t2-h6t6-h10t1",1,0,1,0,0.0%,-364.0
"h14t1-h12t2-h6t3-h10t1",1,0,1,0,0.0%,-556.0
"h14t1-h12t3-h17t9-h10t1",1,0,1,0,0.0%,-479.0
"h14t1-h6t1-h11t2-h4t2",1,0,1,0,0.0%,-23.0
"h14t1-h12t2-h15t9-h10t1",1,0,1,0,0.0%,-678.0
"h14t1-h12t1-h6t2-h1t2",1,0,1,0,0.0%,-247.0
"h14t1-h12t1-h10t9-h11t9",1,0,1,0,0.0%,-88.0
"h14t1-h17t9-h4t9-h7t1",1,0,1,0,0.0%,-65.0
"h14t1-h12t1-h6t5-h10t2",1,0,1,0,0.0%,-400.0
"h14t1-h6t8-h18t9-h3t1",1,0,1,0,0.0%,-277.0
"h14t1-h12t1-h4t9-h1t2",1,0,1,0,0.0%,-443.0
"h14t1-h17t4-h15t8-h12t1",1,1,0,0,100.0%,2.0
"h14t1-h17t6-h6t5-h15t2",1,0,1,0,0.0%,-451.0
"h14t1-h11t6-h13t3-h12t1",1,0,1,0,0.0%,-254.0
"h14t1-h12t1-h10t8-h11t8",1,0,1,0,0.0%,-301.0
"h14t1-h12t1-h10t9-h6t7",1,0,1,0,0.0%,-669.0
"h14t2-h12t1-h17t6-h10t2",1,0,1,0,0.0%,-119.0
"h14t2-h17t1-h11t1-h18t3",1,1,0,0,100.0%,743.0
"h14t2-h7t4-h2t1-h5t8",1,0,1,0,0.0%,-268.0
"h14t2-h17t1-h6t7-h8t9",1,0,1,0,0.0%,-90.0
"h14t2-h16t7-h13t3-h8t9",1,0,1,0,0.0%,-285.0
"h14t2-h12t4-h11t1-h7t1",1,0,1,0,0.0%,-282.0
"h14t2-h6t9-h8t1-h12t1",1,1,0,0,100.0%,26.0
"h14t2-h7t2-h10t6-h15t1",1,0,1,0,0.0%,-54.0
"h14t2-h12t1-h10t9-h17t3",1,1,0,0,100.0%,287.0
"h14t2-h16t3-h11t1-h8t9",1,0,1,0,0.0%,-835.0
"h14t2-h12t1-h10t9-h15t5",1,1,0,0,100.0%,368.0
"h14t2-h16t8-h18t8-h6t4",1,0,1,0,0.0%,-76.0
"h14t2-h12t1-h10t9-h6t6",1,0,1,0,0.0%,-69.0
"h14t2-h11t9-h13t1-h12t2",1,0,1,0,0.0%,-46.0
"h14t2-h6t4-h11t1-h8t9",1,0,1,0,0.0%,-368.0
"h14t2-h11t5-h13t1-h8t9",1,0,1,0,0.0%,-1086.0
"h14t2-h17t4-h15t8-h12t1",1,1,0,0,100.0%,87.0
"h14t2-h12t2-h18t9-h11t9",1,0,1,0,0.0%,-200.0
"h14t2-h6t6-h8t1-h1t1",1,0,1,0,0.0%,-90.0
"h14t2-h12t1-h6t1-h4t2",1,0,1,0,0.0%,-120.0
"h14t2-h11t4-h13t3-h4t8",1,1,0,0,100.0%,301.0
"h14t2-h11t7-h13t4-h12t3",1,1,0,0,100.0%,146.0
"h14t2-h12t1-h10t9-h6t7",1,0,1,0,0.0%,-78.0
"h14t2-h7t2-h2t1-h6t1",1,0,1,0,0.0%,-43.0
"h14t2-h11t4-h13t5-h4t9",1,0,1,0,0.0%,-77.0
"h14t2-h12t1-h18t4-h10t2",1,0,1,0,0.0%,-291.0
"h14t2-h12t4-h4t1-h15t1",1,0,1,0,0.0%,-702.0
"h14t2-h6t3-h11t1-h7t1",1,1,0,0,100.0%,315.0
"h14t2-h12t4-h15t9-h16t1",1,1,0,0,100.0%,1099.0
"h14t2-h11t7-h17t8-h13t8",1,1,0,0,100.0%,38.0
"h14t2-h11t8-h13t1-h16t9",1,1,0,0,100.0%,249.0
"h14t2-h6t5-h3t7-h18t1",1,1,0,0,100.0%,1670.0
"h14t2-h6t8-h1t8-h16t5",1,0,1,0,0.0%,-431.0
"h14t2-h12t1-h10t6-h5t6",1,0,1,0,0.0%,-355.0
"h14t2-h6t4-h16t4-h17t1",1,1,0,0,100.0%,68.0
"h14t2-h12t1-h10t8-h6t8",1,0,1,0,0.0%,-134.0
"h14t2-h11t8-h13t1-h17t2",1,1,0,0,100.0%,279.0
"h14t2-h7t3-h2t1-h16t8",1,1,0,0,100.0%,117.0
"h14t2-h11t6-h13t1-h8t8",1,0,1,0,0.0%,-178.0
"h14t2-h12t1-h10t8-h17t4",1,1,0,0,100.0%,372.0
"h14t2-h16t2-h13t1-h8t9",1,0,1,0,0.0%,-32.0
"h14t2-h11t8-h13t1-h12t1",1,0,1,0,0.0%,-104.0
"h14t2-h17t4-h15t8-h16t8",1,0,1,0,0.0%,-154.0
"h14t2-h7t8-h5t1-h4t9",1,0,1,0,0.0%,-99.0
"h14t2-h17t2-h12t8-h15t1",1,0,1,0,0.0%,-296.0
"h14t2-h11t6-h13t1-h8t9",1,1,0,0,100.0%,281.0
"h14t2-h7t4-h2t1-h4t3",1,0,1,0,0.0%,-177.0
"h14t2-h11t9-h13t1-h16t7",1,1,0,0,100.0%,255.0
"h14t3-h12t7-h15t9-h11t8",1,0,1,0,0.0%,-206.0
"h14t3-h11t4-h13t1-h4t5",1,1,0,0,100.0%,236.0
"h14t3-h12t5-h15t5-h4t8",1,0,1,0,0.0%,-309.0
"h14t3-h16t9-h13t1-h7t1",1,0,1,0,0.0%,-237.0
"h14t3-h16t9-h11t5-h8t6",1,0,1,0,0.0%,-240.0
"h14t3-h7t4-h4t9-h1t1",1,0,1,0,0.0%,-86.0
"h14t3-h11t3-h16t2-h8t8",1,0,1,0,0.0%,-221.0
"h14t3-h16t7-h11t2-h7t1",1,0,1,0,0.0%,-431.0
"h14t3-h17t2-h11t1-h13t9",1,1,0,0,100.0%,71.0
"h14t3-h16t8-h18t9-h12t7",1,0,1,0,0.0%,-305.0
"h14t3-h17t5-h15t8-h11t6",1,1,0,0,100.0%,504.0
"h14t3-h16t8-h18t5-h17t2",1,0,1,0,0.0%,-308.0
"h14t3-h7t7-h2t1-h4t2",1,0,1,0,0.0%,-121.0
"h14t3-h12t1-h6t1-h8t2",1,1,0,0,100.0%,308.0
"h14t3-h7t8-h16t1-h12t1",1,1,0,0,100.0%,755.0
"h14t3-h17t3-h16t2-h15t1",1,0,1,0,0.0%,-323.0
"h14t3-h11t7-h13t1-h17t1",1,1,0,0,100.0%,236.0
"h14t3-h12t7-h10t2-h15t2",1,0,1,0,0.0%,-462.0
"h14t3-h7t1-h2t1-h17t3",1,0,1,0,0.0%,-50.0
"h14t3-h16t7-h6t8-h3t1",1,0,1,0,0.0%,-233.0
"h14t3-h12t1-h6t1-h1t3",1,0,1,0,0.0%,-32.0
"h14t3-h11t6-h6t7-h3t1",1,0,1,0,0.0%,-638.0
"h14t3-h12t6-h15t9-h4t4",1,0,1,0,0.0%,-373.0
"h14t3-h12t1-h16t7-h17t2",1,1,0,0,100.0%,300.0
"h14t3-h11t5-h4t7-h16t9",1,0,1,0,0.0%,-8.0
"h14t3-h16t8-h13t1-h7t1",1,0,1,0,0.0%,-660.0
"h14t3-h11t7-h13t1-h16t9",1,0,1,0,0.0%,-51.0
"h14t3-h11t5-h17t7-h7t3",1,0,1,0,0.0%,-239.0
"h14t3-h17t1-h11t1-h7t2",1,0,1,0,0.0%,-20.0
"h14t3-h7t6-h5t1-h18t7",1,1,0,0,100.0%,194.0
"h14t3-h16t9-h18t4-h17t1",1,0,1,0,0.0%,-322.0
"h14t3-h11t4-h16t1-h13t9",1,0,1,0,0.0%,-848.0
"h14t3-h12t1-h7t2-h2t8",1,1,0,0,100.0%,107.0
"h14t3-h16t9-h12t2-h6t7",1,0,1,0,0.0%,-444.0
"h14t3-h11t9-h13t1-h17t4",1,1,0,0,100.0%,222.0
"h14t3-h11t8-h13t1-h17t2",1,0,1,0,0.0%,-254.0
"h14t3-h12t1-h10t8-h7t2",1,1,0,0,100.0%,448.0
"h14t3-h17t1-h11t1-h16t8",1,0,1,0,0.0%,-180.0
"h14t3-h7t3-h2t1-h6t1",1,1,0,0,100.0%,570.0
"h14t3-h16t9-h6t6-h17t2",1,0,1,0,0.0%,-225.0
"h14t3-h17t2-h6t7-h15t1",1,0,1,0,0.0%,-99.0
"h14t3-h7t9-h5t1-h4t6",1,1,0,0,100.0%,363.0
"h14t3-h7t5-h5t1-h2t8",1,0,1,0,0.0%,-218.0
"h14t3-h6t6-h8t1-h13t9",1,0,1,0,0.0%,-208.0
"h14t3-h11t5-h13t1-h16t8",1,0,1,0,0.0%,-306.0
"h14t3-h7t7-h5t1-h4t9",1,1,0,0,100.0%,657.0
"h14t3-h11t5-h18t7-h13t6",1,0,1,0,0.0%,-31.0
"h14t3-h16t8-h13t5-h12t9",1,0,1,0,0.0%,-170.0
"h14t4-h17t2-h7t3-h10t4",1,0,1,0,0.0%,-573.0
"h14t4-h6t3-h8t9-h1t1",1,1,0,0,100.0%,154.0
"h14t4-h17t1-h11t3-h15t2",1,0,1,0,0.0%,-263.0
"h14t4-h12t9-h16t1-h15t1",1,1,0,0,100.0%,214.0
"h14t4-h7t4-h6t7-h3t1",1,0,1,0,0.0%,-231.0
"h14t4-h17t1-h6t8-h15t3",1,0,1,0,0.0%,-550.0
"h14t4-h6t6-h18t8-h8t3",1,1,0,0,100.0%,453.0
"h14t4-h16t9-h17t8-h11t1",1,1,0,0,100.0%,66.0
"h14t4-h16t9-h13t1-h7t2",1,0,1,0,0.0%,-436.0
"h14t4-h17t1-h7t5-h15t2",1,0,1,0,0.0%,-208.0
"h14t4-h6t7-h3t9-h17t1",1,1,0,0,100.0%,255.0
"h14t4-h16t7-h13t1-h18t6",1,0,1,0,0.0%,-412.0
"h14t4-h17t3-h6t9-h8t8",1,0,1,0,0.0%,-68.0
"h14t4-h17t2-h16t3-h12t1",1,1,0,0,100.0%,821.0
"h14t4-h17t3-h16t1-h15t1",1,0,1,0,0.0%,-532.0
"h14t4-h12t8-h16t1-h13t9",1,0,1,0,0.0%,-1462.0
"h14t4-h12t4-h10t8-h7t1",1,1,0,0,100.0%,327.0
"h14t4-h16t9-h12t2-h17t1",1,0,1,0,0.0%,-175.0
"h14t4-h7t6-h5t1-h2t9",1,1,0,0,100.0%,147.0
"h14t4-h16t8-h17t5-h18t1",1,1,0,0,100.0%,682.0
"h14t4-h16t6-h6t9-h1t1",1,0,1,0,0.0%,-437.0
"h14t4-h11t9-h13t1-h17t2",1,1,0,0,100.0%,49.0
"h14t4-h17t1-h11t1-h15t2",1,1,0,0,100.0%,70.0
"h14t4-h16t8-h13t2-h7t1",1,1,0,0,100.0%,110.0
"h14t4-h17t1-h16t2-h11t6",1,1,0,0,100.0%,633.0
"h14t4-h7t5-h17t8-h4t2",1,1,0,0,100.0%,405.0
"h14t4-h16t8-h13t1-h18t9",1,0,1,0,0.0%,-598.0
"h14t4-h6t6-h1t6-h8t1",1,1,0,0,100.0%,394.0
"h14t4-h12t6-h16t2-h11t3",1,0,1,0,0.0%,-138.0
"h14t4-h6t9-h8t2-h3t1",1,0,1,0,0.0%,-451.0
"h14t4-h16t9-h12t3-h18t2",1,1,0,0,100.0%,137.0
"h14t4-h11t4-h8t9-h12t3",1,0,1,0,0.0%,-328.0
"h14t4-h17t1-h16t3-h13t7",1,1,0,0,100.0%,4.0
"h14t4-h6t7-h17t9-h3t2",1,1,0,0,100.0%,154.0
"h14t4-h17t1-h16t2-h13t8",1,1,0,0,100.0%,157.0
"h14t4-h17t3-h15t9-h4t5",1,1,0,0,100.0%,165.0
"h14t4-h17t1-h11t2-h15t2",1,0,1,0,0.0%,-280.0
"h14t4-h11t5-h13t1-h17t1",1,1,0,0,100.0%,1.0
"h14t4-h16t9-h4t6-h1t4",1,0,1,0,0.0%,-143.0
"h14t4-h17t2-h7t6-h15t1",1,1,0,0,100.0%,402.0
"h14t4-h17t3-h6t6-h16t7",1,0,1,0,0.0%,-946.0
"h14t4-h16t5-h6t7-h4t7",1,1,0,0,100.0%,22.0
"h14t4-h17t3-h15t8-h12t1",1,1,0,0,100.0%,618.0
"h14t4-h16t9-h12t1-h17t1",1,0,1,0,0.0%,-131.0
"h14t4-h17t2-h16t1-h15t1",1,0,1,0,0.0%,-187.0
"h14t4-h11t4-h7t9-h2t9",1,0,1,0,0.0%,-1243.0
"h14t4-h17t2-h15t9-h12t1",1,1,0,0,100.0%,61.0
"h14t4-h16t8-h12t1-h17t2",1,0,1,0,0.0%,-324.0
"h14t4-h12t7-h15t8-h10t9",1,1,0,0,100.0%,2275.0
"h14t4-h6t5-h17t9-h7t8",1,0,1,0,0.0%,-176.0
"h14t5-h17t1-h16t6-h6t7",1,0,1,0,0.0%,-393.0
"h14t5-h17t1-h15t9-h16t8",1,1,0,0,100.0%,116.0
"h14t5-h16t7-h17t9-h12t8",1,1,0,0,100.0%,91.0
"h14t5-h17t1-h15t9-h16t5",1,0,1,0,0.0%,-52.0
"h14t5-h17t1-h11t2-h15t2",1,0,1,0,0.0%,-311.0
"h14t5-h7t8-h18t2-h5t9",1,0,1,0,0.0%,-260.0
"h14t5-h16t9-h12t7-h6t1",1,1,0,0,100.0%,57.0
"h14t5-h17t2-h6t6-h16t9",1,0,1,0,0.0%,-97.0
"h14t5-h12t6-h16t1-h15t1",1,1,0,0,100.0%,195.0
"h14t5-h17t5-h15t9-h16t8",1,0,1,0,0.0%,-470.0
"h14t5-h16t9-h13t1-h17t1",1,0,1,0,0.0%,-198.0
"h14t5-h16t9-h17t8-h4t6",1,0,1,0,0.0%,-65.0
"h14t5-h16t9-h6t8-h1t1",1,0,1,0,0.0%,-151.0
"h14t5-h17t1-h11t1-h16t8",1,0,1,0,0.0%,-299.0
"h14t5-h17t2-h16t3-h15t1",1,1,0,0,100.0%,44.0
"h14t5-h16t9-h12t1-h6t8",1,0,1,0,0.0%,-48.0
"h14t5-h17t1-h16t2-h18t6",1,1,0,0,100.0%,79.0
"h14t5-h17t1-h16t2-h7t6",1,0,1,0,0.0%,-282.0
"h14t5-h17t2-h6t9-h15t1",1,0,1,0,0.0%,-203.0
"h14t5-h16t9-h17t8-h11t2",1,0,1,0,0.0%,-43.0
"h14t5-h11t3-h16t1-h12t1",1,0,1,0,0.0%,-117.0
"h14t5-h16t9-h7t1-h10t8",1,1,0,0,100.0%,104.0
"h14t5-h12t4-h16t3-h18t7",1,0,1,0,0.0%,-188.0
"h14t5-h17t1-h15t9-h12t2",1,1,0,0,100.0%,287.0
"h14t5-h17t1-h16t2-h15t3",1,0,1,0,0.0%,-126.0
"h14t5-h17t3-h7t8-h5t8",1,0,1,0,0.0%,-436.0
"h14t5-h17t3-h16t1-h15t1",1,0,1,0,0.0%,-354.0
"h14t5-h7t3-h16t1-h17t1",1,1,0,0,100.0%,45.0
"h14t5-h17t2-h15t4-h16t9",1,0,1,0,0.0%,-760.0
"h14t5-h16t7-h18t8-h17t4",1,1,0,0,100.0%,170.0
"h14t5-h17t4-h18t2-h15t1",1,0,1,0,0.0%,-827.0
"h14t5-h16t6-h7t6-h2t8",1,0,1,0,0.0%,-369.0
"h14t5-h16t9-h7t4-h6t5",1,0,1,0,0.0%,-39.0
"h14t5-h16t8-h12t1-h6t9",1,0,1,0,0.0%,-25.0
"h14t5-h17t2-h12t8-h16t9",1,0,1,0,0.0%,-1369.0
"h14t5-h16t9-h13t2-h8t6",1,0,1,0,0.0%,-9.0
"h14t5-h6t2-h12t1-h1t1",1,1,0,0,100.0%,113.0
"h14t5-h17t2-h16t1-h15t1",1,0,1,0,0.0%,-528.0
"h14t5-h16t9-h18t8-h12t6",1,1,0,0,100.0%,129.0
"h14t5-h16t7-h12t1-h13t9",1,0,1,0,0.0%,-242.0
"h14t5-h11t2-h16t2-h8t9",1,1,0,0,100.0%,131.0
"h14t5-h16t8-h12t1-h17t1",1,0,1,0,0.0%,-341.0
"h14t6-h7t8-h5t1-h16t9",1,1,0,0,100.0%,153.0
"h14t6-h16t9-h4t3-h12t5",1,1,0,0,100.0%,117.0
"h14t6-h17t1-h15t9-h10t7",1,1,0,0,100.0%,267.0
"h14t6-h17t1-h16t4-h4t7",1,1,0,0,100.0%,726.0
"h14t6-h16t8-h17t9-h4t1",1,1,0,0,100.0%,1190.0
"h14t6-h17t3-h16t1-h12t1",1,1,0,0,100.0%,348.0
"h14t6-h11t2-h16t1-h12t1",1,1,0,0,100.0%,123.0
"h14t6-h16t8-h4t9-h2t7",1,0,1,0,0.0%,-299.0
"h14t6-h16t9-h12t1-h17t1",1,0,1,0,0.0%,-562.0
"h14t6-h17t1-h11t1-h15t2",1,0,1,0,0.0%,-236.0
"h14t6-h7t3-h16t2-h17t1",1,1,0,0,100.0%,127.0
"h14t6-h17t3-h16t2-h15t2",1,1,0,0,100.0%,6.0
"h14t6-h17t1-h15t9-h16t7",1,0,1,0,0.0%,-74.0
"h14t6-h12t9-h16t1-h15t1",1,0,1,0,0.0%,-27.0
"h14t6-h17t1-h15t9-h4t4",1,0,1,0,0.0%,-208.0
"h14t6-h17t3-h12t7-h15t1",1,0,1,0,0.0%,-708.0
"h14t6-h17t1-h15t9-h6t2",1,1,0,0,100.0%,31.0
"h14t6-h12t6-h4t4-h17t2",1,0,1,0,0.0%,-203.0
"h14t6-h16t9-h17t7-h12t6",1,0,1,0,0.0%,-289.0
"h14t6-h17t2-h15t9-h16t8",1,0,1,0,0.0%,-623.0
"h14t6-h16t7-h17t9-h11t1",1,0,1,0,0.0%,-34.0
"h14t6-h6t4-h8t4-h13t9",1,0,1,0,0.0%,-213.0
"h14t6-h17t1-h15t8-h16t9",1,1,0,0,100.0%,277.0
"h14t6-h17t1-h16t2-h13t7",1,1,0,0,100.0%,332.0
"h14t6-h11t4-h7t2-h17t1",1,0,1,0,0.0%,-103.0
"h14t6-h17t1-h15t9-h16t9",1,0,1,0,0.0%,-386.0
"h14t6-h17t2-h16t1-h15t1",1,0,1,0,0.0%,-134.0
"h14t6-h17t2-h18t3-h15t1",1,0,1,0,0.0%,-286.0
"h14t6-h12t7-h16t1-h15t1",1,1,0,0,100.0%,238.0
"h14t6-h16t8-h18t7-h17t1",1,0,1,0,0.0%,-166.0
"h14t6-h17t1-h7t9-h5t8",1,1,0,0,100.0%,182.0
"h14t6-h16t9-h11t7-h17t1",1,1,0,0,100.0%,10.0
"h14t6-h7t8-h18t7-h2t9",1,0,1,0,0.0%,-46.0
"h14t6-h16t9-h4t2-h12t7",1,0,1,0,0.0%,-266.0
"h14t6-h17t1-h12t5-h16t7",1,0,1,0,0.0%,-683.0
"h14t6-h17t1-h16t2-h12t2",1,1,0,0,100.0%,214.0
"h14t6-h11t1-h8t1-h16t7",1,1,0,0,100.0%,218.0
"h14t6-h16t9-h12t1-h17t2",1,0,1,0,0.0%,-235.0
"h14t6-h17t1-h11t1-h15t3",1,0,1,0,0.0%,-43.0
"h14t6-h16t8-h17t9-h6t6",1,1,0,0,100.0%,520.0
"h14t6-h17t1-h16t2-h15t2",1,1,0,0,100.0%,12.0
"h14t6-h12t9-h10t1-h15t1",1,1,0,0,100.0%,6.0
"h14t6-h16t6-h12t2-h17t1",1,0,1,0,0.0%,-223.0
"h14t6-h17t1-h7t9-h10t2",1,1,0,0,100.0%,411.0
"h14t6-h16t6-h7t9-h5t8",1,0,1,0,0.0%,-560.0
"h14t6-h17t2-h15t9-h6t3",1,1,0,0,100.0%,592.0
"h14t6-h17t1-h11t1-h7t2",1,0,1,0,0.0%,-197.0
"h14t6-h16t5-h13t1-h11t1",1,0,1,0,0.0%,-30.0
"h14t7-h16t7-h13t3-h11t1",1,0,1,0,0.0%,-231.0
"h14t7-h17t1-h16t4-h11t7",1,0,1,0,0.0%,-189.0
"h14t7-h16t9-h12t1-h17t2",1,0,1,0,0.0%,-387.0
"h14t7-h16t8-h4t1-h6t2",1,0,1,0,0.0%,-697.0
"h14t7-h16t8-h12t1-h6t9",1,0,1,0,0.0%,-228.0
"h14t7-h11t2-h16t1-h17t3",1,1,0,0,100.0%,715.0
"h14t7-h16t7-h12t1-h17t2",1,0,1,0,0.0%,-465.0
"h14t7-h16t5-h11t5-h8t1",1,0,1,0,0.0%,-366.0
"h14t7-h6t6-h16t1-h3t2",1,1,0,0,100.0%,119.0
"h14t7-h12t9-h16t1-h15t1",1,1,0,0,100.0%,337.0
"h14t7-h16t9-h12t1-h17t3",1,0,1,0,0.0%,-261.0
"h14t7-h16t8-h6t3-h17t3",1,0,1,0,0.0%,-246.0
"h14t7-h16t8-h12t1-h13t4",1,0,1,0,0.0%,-446.0
"h14t7-h17t1-h15t8-h16t5",1,1,0,0,100.0%,15.0
"h14t7-h17t1-h11t1-h7t2",1,0,1,0,0.0%,-21.0
"h14t7-h16t8-h11t5-h12t9",1,0,1,0,0.0%,-1920.0
"h14t7-h16t9-h12t2-h17t2",1,0,1,0,0.0%,-462.0
"h14t7-h17t1-h12t6-h16t9",1,0,1,0,0.0%,-873.0
"h14t7-h17t1-h16t2-h18t5",1,1,0,0,100.0%,844.0
"h14t7-h17t1-h16t2-h4t5",1,0,1,0,0.0%,-422.0
"h14t7-h17t1-h15t9-h16t8",1,0,1,0,0.0%,-385.0
"h14t7-h17t1-h15t9-h16t9",1,0,1,0,0.0%,-228.0
"h14t7-h17t1-h11t6-h13t8",1,0,1,0,0.0%,-296.0
"h14t7-h16t8-h17t6-h12t7",1,0,1,0,0.0%,-2496.0
"h14t7-h12t7-h17t8-h16t9",1,0,1,0,0.0%,-1282.0
"h14t7-h16t8-h12t1-h11t1",1,0,1,0,0.0%,-93.0
"h14t7-h16t9-h11t9-h17t2",1,0,1,0,0.0%,-130.0
"h14t7-h17t1-h15t9-h18t2",1,1,0,0,100.0%,606.0
"h14t7-h17t1-h15t6-h16t8",1,0,1,0,0.0%,-55.0
"h14t7-h16t7-h17t8-h13t5",1,0,1,0,0.0%,-479.0
"h14t7-h16t8-h12t1-h17t1",1,0,1,0,0.0%,-489.0
"h14t7-h17t2-h4t1-h15t1",1,0,1,0,0.0%,-602.0
"h14t7-h16t9-h17t8-h12t8",1,0,1,0,0.0%,-82.0
"h14t7-h17t1-h11t1-h15t2",1,0,1,0,0.0%,-2.0
"h14t7-h16t6-h13t1-h17t1",1,0,1,0,0.0%,-471.0
"h14t7-h17t1-h6t8-h15t2",1,0,1,0,0.0%,-669.0
"h14t7-h16t9-h12t2-h13t8",1,0,1,0,0.0%,-7.0
"h14t7-h16t9-h17t8-h11t2",1,1,0,0,100.0%,128.0
"h14t7-h17t1-h16t3-h11t7",1,0,1,0,0.0%,-345.0
"h14t7-h6t2-h3t6-h16t8",1,0,1,0,0.0%,-502.0
"h14t7-h17t1-h18t6-h16t9",1,0,1,0,0.0%,-155.0
"h14t7-h17t1-h18t6-h11t6",1,0,1,0,0.0%,-72.0
"h14t8-h17t3-h16t2-h12t2",1,0,1,0,0.0%,-55.0
"h14t8-h17t1-h16t4-h15t2",1,0,1,0,0.0%,-598.0
"h14t8-h17t1-h15t9-h16t9",1,0,1,0,0.0%,-304.0
"h14t8-h12t5-h17t5-h16t9",1,0,1,0,0.0%,-703.0
"h14t8-h17t1-h11t2-h16t6",1,0,1,0,0.0%,-282.0
"h14t8-h17t1-h15t9-h7t3",1,1,0,0,100.0%,471.0
"h14t8-h11t3-h16t1-h18t4",1,0,1,0,0.0%,-50.0
"h14t8-h11t1-h16t1-h6t7",1,1,0,0,100.0%,433.0
"h14t8-h17t1-h4t6-h16t9",1,0,1,0,0.0%,-564.0
"h14t8-h16t7-h11t7-h17t2",1,0,1,0,0.0%,-338.0
"h14t8-h17t2-h15t7-h6t1",1,1,0,0,100.0%,84.0
"h14t8-h17t1-h16t3-h11t8",1,0,1,0,0.0%,-267.0
"h14t8-h16t5-h4t7-h12t9",1,0,1,0,0.0%,-436.0
"h14t8-h16t9-h17t7-h12t8",1,0,1,0,0.0%,-2942.0
"h14t8-h16t9-h17t5-h11t2",1,1,0,0,100.0%,31.0
"h14t8-h17t1-h4t3-h15t2",1,0,1,0,0.0%,-87.0
"h14t8-h16t5-h17t9-h6t6",1,1,0,0,100.0%,15.0
"h14t8-h12t9-h10t1-h17t1",1,1,0,0,100.0%,48.0
"h14t8-h17t1-h11t4-h15t3",1,0,1,0,0.0%,-307.0
"h14t8-h11t2-h12t1-h10t1",1,0,1,0,0.0%,-75.0
"h14t8-h16t7-h12t3-h17t1",1,0,1,0,0.0%,-297.0
"h14t8-h6t1-h16t1-h8t2",1,1,0,0,100.0%,1302.0
"h14t8-h7t2-h16t1-h17t1",1,0,1,0,0.0%,-38.0
"h14t8-h17t1-h15t7-h16t9",1,0,1,0,0.0%,-100.0
"h14t8-h17t1-h16t3-h13t9",1,0,1,0,0.0%,-599.0
"h14t8-h17t1-h11t1-h15t2",1,0,1,0,0.0%,-207.0
"h14t8-h12t4-h16t1-h17t1",1,1,0,0,100.0%,240.0
"h14t8-h17t1-h15t7-h16t5",1,1,0,0,100.0%,162.0
"h14t8-h12t3-h4t6-h1t1",1,0,1,0,0.0%,-113.0
"h14t8-h16t8-h12t1-h17t1",1,0,1,0,0.0%,-92.0
"h14t8-h17t1-h16t2-h13t8",1,0,1,0,0.0%,-81.0
"h14t8-h16t9-h11t7-h17t1",1,0,1,0,0.0%,-205.0
"h14t8-h6t4-h16t1-h13t8",1,0,1,0,0.0%,-952.0
"h14t8-h6t2-h12t1-h17t1",1,1,0,0,100.0%,173.0
"h14t8-h17t1-h6t3-h16t8",1,0,1,0,0.0%,-312.0
"h14t8-h17t1-h6t7-h15t2",1,0,1,0,0.0%,-639.0
"h14t8-h17t1-h7t7-h4t2",1,1,0,0,100.0%,598.0
"h14t8-h16t9-h12t1-h17t2",1,1,0,0,100.0%,164.0
"h14t8-h16t9-h11t6-h17t1",1,0,1,0,0.0%,-12.0
"h14t8-h17t2-h15t6-h16t9",1,0,1,0,0.0%,-86.0
"h14t9-h16t8-h17t7-h11t1",1,0,1,0,0.0%,-125.0
"h14t9-h7t6-h16t1-h13t8",1,1,0,0,100.0%,206.0
